,Company,TypeName,Ram,Weight,Price_euros,TouchScreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu brand,os
245,Dell,Notebook,8,2.2,985.0,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
246,HP,Notebook,8,2.04,559.0,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
247,Asus,Gaming,16,3.6,2999.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
248,HP,Notebook,4,1.49,675.0,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows
249,Apple,Ultrabook,8,1.37,2040.0,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
250,Dell,2 in 1 Convertible,8,2.08,819.0,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
251,Asus,Gaming,16,4.3,1799.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
252,Asus,Notebook,4,1.68,469.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,1849.0,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
254,Acer,Notebook,4,3.0,702.0,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,Windows
255,Dell,Ultrabook,8,1.41,949.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
256,HP,Notebook,8,1.91,445.9,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
257,HP,Notebook,16,2.9,1059.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
258,MSI,Gaming,16,4.14,2499.0,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
259,Lenovo,2 in 1 Convertible,8,2.0,1699.0,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
260,Dell,Notebook,8,2.8,1142.0,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Windows
261,Lenovo,Notebook,4,2.2,444.0,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux
262,HP,Notebook,4,2.1,722.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
263,Dell,Notebook,4,2.18,657.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
264,Dell,Notebook,8,2.24,565.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
265,Dell,2 in 1 Convertible,8,2.67,799.0,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
266,Asus,2 in 1 Convertible,8,1.1,1499.0,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows
267,Lenovo,Notebook,4,2.2,467.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
268,HP,Notebook,8,2.5,1018.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
269,Lenovo,Notebook,8,2.05,880.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
270,Apple,Ultrabook,8,1.37,1958.9,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
271,Asus,Gaming,16,3.2,1549.0,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
272,Dell,Notebook,8,2.14,735.07,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
273,Lenovo,2 in 1 Convertible,16,1.36,2499.0,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
274,Toshiba,Notebook,8,2.2,812.0,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
275,Dell,Notebook,12,2.3,713.07,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
276,Dell,Notebook,8,2.8,1099.0,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,Others/No OS/Linux
277,Acer,Notebook,8,2.2,745.0,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
278,Lenovo,Notebook,4,2.8,489.0,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
279,Lenovo,Notebook,8,2.8,849.0,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
280,Lenovo,Notebook,6,2.8,859.0,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
281,Dell,Notebook,4,2.25,428.0,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
282,Lenovo,Gaming,8,2.5,829.0,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
283,Lenovo,Notebook,6,2.2,579.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
284,Acer,Notebook,8,3.0,951.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
285,Acer,Notebook,12,2.15,659.0,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
286,Lenovo,Notebook,8,1.95,1097.0,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
287,Asus,Ultrabook,8,1.7,977.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
288,Lenovo,Gaming,16,2.5,1179.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
289,Lenovo,Notebook,8,2.2,659.01,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
290,Acer,Notebook,2,2.19,199.0,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux
291,Asus,Gaming,8,3.0,1187.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
292,HP,Notebook,8,2.54,489.0,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
293,Dell,Notebook,8,2.0,1829.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
294,Lenovo,Notebook,8,2.05,739.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
295,Lenovo,Gaming,8,3.2,1299.0,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
296,Acer,Notebook,8,2.5,979.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
297,Dell,Workstation,16,3.42,2884.86,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
298,Lenovo,Notebook,6,2.4,499.0,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
299,Asus,Ultrabook,16,1.63,1468.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
300,Asus,Notebook,4,1.3,509.0,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
301,Asus,Gaming,16,2.9,2122.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
302,Lenovo,Notebook,6,2.8,649.0,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
303,Lenovo,Notebook,8,2.2,549.0,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
304,Asus,Gaming,8,2.5,1265.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
305,Lenovo,Notebook,4,2.2,359.99,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
306,HP,2 in 1 Convertible,16,1.28,1975.0,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
307,Toshiba,Notebook,8,2.2,1043.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
308,Lenovo,Notebook,8,2.3,819.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
309,HP,Notebook,4,1.86,469.0,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
310,Lenovo,Notebook,8,1.1,999.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
311,Dell,Ultrabook,16,1.21,2499.0,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
312,MSI,Gaming,16,2.8,2099.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
313,Acer,Notebook,8,2.23,469.0,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
314,Asus,2 in 1 Convertible,2,1.1,275.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
315,Dell,Notebook,8,2.33,844.0,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
316,HP,2 in 1 Convertible,16,1.29,2449.0,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
317,Lenovo,Notebook,4,1.45,459.9,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
318,HP,Notebook,8,1.95,980.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
319,Acer,Notebook,4,1.4,485.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
320,HP,Notebook,8,1.48,1292.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
321,Lenovo,Notebook,4,2.79,589.0,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
322,Asus,Notebook,8,2.0,1094.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
323,HP,Notebook,8,2.1,902.0,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
324,Acer,Notebook,8,2.2,659.0,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows
325,Lenovo,Notebook,4,1.44,292.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
326,Acer,Notebook,6,2.23,549.0,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
327,Asus,Ultrabook,8,1.7,1049.9,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
328,HP,Ultrabook,8,1.26,1335.0,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
329,Dell,Notebook,32,2.06,2639.0,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
330,MSI,Gaming,8,2.7,1199.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
331,Toshiba,Notebook,8,2.0,943.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
332,Asus,Notebook,8,2.0,1334.0,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
333,Lenovo,Notebook,4,1.85,449.0,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
334,Asus,Gaming,8,2.5,999.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
335,HP,Notebook,8,1.48,1268.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
336,Dell,Ultrabook,8,1.9,1049.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,1.84,1144.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
338,Asus,Notebook,4,2.0,274.99,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
339,Dell,Notebook,8,2.0,1142.75,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
340,Dell,Notebook,4,2.2,274.9,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
341,Lenovo,Notebook,12,2.2,899.0,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
342,HP,Notebook,8,2.1,716.0,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,2099.0,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
344,Dell,Ultrabook,8,1.2,1579.0,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
345,Lenovo,Gaming,16,2.4,1129.0,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows
346,HP,Notebook,2,1.44,279.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
347,Dell,Ultrabook,16,1.88,1607.96,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,1.5,375.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
349,Dell,Ultrabook,8,1.9,663.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
350,Dell,Notebook,16,2.06,2027.42,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
351,HP,Notebook,8,1.84,1304.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,2.7,1409.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,2.6,1738.27,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,1403.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,2.02,970.9,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,2.2,321.99,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
357,Dell,Gaming,8,2.65,999.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,2.36,557.37,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,1.36,1427.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,1.86,439.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,2.0,945.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,2.8,719.0,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,1.86,639.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,2.2,499.0,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
365,HP,Notebook,8,2.04,389.0,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,2.8,1085.0,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,2.4,809.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
368,Dell,Notebook,8,2.33,899.0,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,1.36,1750.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,2.26,1099.0,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,2.1,426.0,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
372,Asus,Gaming,16,3.25,2199.0,0,1,127.33567457123111,AMD Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,2.6,489.0,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,1.62,869.01,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,1.91,488.99,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,1.59,553.0,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,1.8,309.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,1.5,286.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,2.4,846.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
380,HP,Gaming,8,3.35,1191.0,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,1.85,403.5,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
382,Asus,Gaming,8,2.3,1655.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,1.5,1099.0,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,1.1,1748.9,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,1.13,2282.0,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,1.5,549.0,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,2.23,1369.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,2.0,2135.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,2509.0,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,3.0,1039.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,3.0,1591.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,2.2,693.99,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,2.7,1349.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,2.33,778.87,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
395,HP,Ultrabook,4,1.91,499.0,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,2.1,1229.56,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,1.9,938.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,1.78,2712.0,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,1.13,2625.0,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,2.2,306.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,2.9,1529.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,2.1,1144.5,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,2.5,879.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
404,MSI,Gaming,16,2.8,2249.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,1.1,1873.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,1.2,1747.0,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,1.36,1680.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,2.2,409.0,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,1.15,304.45,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,2.67,1925.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,1.7,1943.0,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,2.1,469.0,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,1.6,789.01,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,1.27,928.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,2.3,598.9,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
416,Dell,Notebook,4,1.65,689.0,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,1.43,1500.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,2.14,539.95,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,1.75,1215.38,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,1899.0,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
421,Chuwi,Notebook,6,1.4,449.0,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,2.31,1427.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,2.3,597.0,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
424,Dell,Gaming,16,4.42,2799.0,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,2.62,1159.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,2.02,1142.4,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,1.6,1099.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
428,HP,Gaming,12,3.35,1999.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,299.0,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,1.15,269.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Notebook,8,1.4,1010.0,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,1.7,599.0,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,2.3,2445.0,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,2.5,2449.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,3.2,1695.0,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
436,HP,Notebook,4,2.1,347.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,1.1,2199.0,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
438,Lenovo,Ultrabook,24,1.32,2382.0,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,2.0,559.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
440,Lenovo,Notebook,8,2.8,519.0,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,2.2,749.0,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,1.36,1429.0,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,2.2,349.0,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,2.2,1099.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,1.64,1179.0,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,2.4,441.8,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
447,Dell,Workstation,8,2.23,1993.0,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,2.2,1027.74,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,1.25,2589.0,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,1.91,589.0,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,2.17,1975.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,2.31,1534.0,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,1.65,1345.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
454,Dell,Notebook,8,2.36,979.0,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,1.47,479.0,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,4.42,2046.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,1.252,989.0,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,1.25,1799.0,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,2.5,639.9,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,2.23,544.0,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,1.4,435.0,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,2.37,749.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,1.5,799.0,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
464,Lenovo,Notebook,8,2.67,2090.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,2.0,304.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,2.2,469.0,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,2.02,759.0,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,3.78,1699.0,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,1.4,1858.0,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,1.29,1999.0,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,1.9,1154.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,1.1,1275.0,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
473,Dell,Ultrabook,8,1.42,1841.85,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,2.06,1299.0,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,1.79,740.0,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
476,Dell,Workstation,8,1.78,2408.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
477,Lenovo,Notebook,8,1.7,1364.0,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
478,Dell,Notebook,8,2.2,675.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
479,Toshiba,Notebook,8,1.05,1672.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,2.16,1262.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,2.18,586.6,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,1.49,726.0,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,1.89,248.9,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,Notebook,4,2.3,565.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,1.75,1049.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,2.17,2338.0,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,2.06,1899.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,1.36,1798.0,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,0.91,1950.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
